account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,usage_count,ticket_count,is_churned,tenure_days
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,S-9780e9,2024-09-02,,Basic,15,0,0,True,False,False,False,annual,True,C-df72bb,2024-04-10,features,0.0,True,False,False,,833,2.0,1,263
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,S-5eaab8,2024-12-11,2024-12-23,Pro,7,343,4116,False,False,False,True,monthly,False,C-59d7bd,2024-08-11,budget,0.0,False,False,False,missing features,598,3.0,1,385
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-ec0efa,2024-04-04,,Basic,22,418,5016,False,False,False,False,monthly,True,,,,,,,,,424,5.0,0,527
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Pro,11,False,True,S-16be20,2024-03-03,,Pro,11,539,6468,False,False,False,False,monthly,True,,,,,,,,,556,4.0,0,523
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,S-46a7eb,2024-10-05,,Enterprise,43,0,0,True,False,False,False,monthly,True,C-626a5c,2024-04-18,unknown,0.0,False,False,False,missing features,456,3.0,1,265
A-712533,Company_498,EdTech,US,2023-07-31,organic,Pro,18,False,False,S-b1c57d,2023-11-09,,Basic,18,342,4104,False,False,False,False,annual,True,C-974322,2024-07-18,unknown,0.0,True,False,False,missing features,571,5.0,1,353
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,S-de3170,2024-10-27,,Pro,56,2744,32928,False,False,False,False,annual,True,C-fcfc3c,2024-09-11,support,0.0,True,False,False,switched to competitor,455,3.0,1,404
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,S-96fb48,2024-08-27,,Pro,64,3136,37632,False,False,True,False,monthly,True,,,,,,,,,510,7.0,0,513
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,S-3a4336,2024-07-07,,Enterprise,26,5174,62088,False,False,True,False,monthly,True,C-6a6ed3,2023-09-21,pricing,0.0,True,False,False,missing features,375,3.0,1,45
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,S-f77847,2023-08-23,,Basic,20,380,4560,False,False,True,False,annual,True,,,,,,,,,614,7.0,0,512
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,S-984423,2024-08-21,,Enterprise,25,4975,59700,False,False,False,False,monthly,True,C-102614,2024-07-22,budget,43.53,False,False,False,too expensive,346,5.0,1,345
A-ac9111,Company_487,HealthTech,US,2023-08-12,event,Pro,21,True,False,S-2fe6c0,2024-12-21,,Basic,21,399,4788,False,False,False,False,annual,True,C-75abb3,2024-06-25,budget,0.0,True,False,False,missing features,808,3.0,1,318
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Basic,3,True,False,S-e7416c,2024-05-15,,Pro,16,784,9408,False,False,False,False,annual,True,C-54ce4f,2024-01-14,pricing,143.8,False,False,False,switched to competitor,461,5.0,1,155
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,S-1f4db5,2024-09-29,,Enterprise,61,12139,145668,False,False,False,False,annual,True,C-6c63bc,2024-03-30,features,0.0,False,False,False,missing features,435,5.0,1,230
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,S-85f2ab,2024-12-17,,Pro,64,3136,37632,False,False,False,False,monthly,True,C-2b7d9b,2024-03-09,support,0.0,False,True,False,,499,3.0,1,208
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,S-f482de,2024-04-11,,Basic,23,0,0,True,False,False,False,monthly,True,C-b38b8a,2023-12-08,budget,105.26,False,False,False,too expensive,379,4.0,1,114
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-9171f0,2024-03-26,,Basic,27,513,6156,False,False,False,False,annual,True,,,,,,,,,355,3.0,0,502
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,S-936e80,2023-09-21,,Pro,18,882,10584,False,False,False,False,annual,True,C-ed4dcb,2024-06-12,competitor,58.37,False,False,False,missing features,722,3.0,1,297
A-ce66f8,Company_17,EdTech,CA,2023-08-23,event,Pro,29,False,False,S-bdd2e4,2024-05-16,,Basic,29,551,6612,False,False,False,False,annual,True,,,,,,,,,494,6.0,0,496
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,S-480226,2024-05-21,,Basic,45,855,10260,False,True,False,False,annual,True,C-cf246e,2024-07-10,pricing,5.27,False,False,False,,420,7.0,1,321
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,S-5856ab,2024-05-06,2024-11-25,Pro,19,931,11172,False,False,False,True,annual,True,,,,,,,,,497,4.0,0,493
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-fccc09,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,C-109d03,2024-11-08,support,0.0,True,False,False,missing features,382,2.0,1,439
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,S-5e7357,2024-07-07,,Pro,32,1568,18816,False,False,False,False,monthly,True,C-1965c1,2024-10-08,competitor,0.0,False,False,False,,830,5.0,1,402
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,S-33db08,2024-12-30,,Basic,70,1330,15960,False,False,False,False,annual,True,C-8cce4c,2023-12-23,support,0.0,False,False,False,missing features,600,5.0,1,111
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,S-1a5fa7,2024-02-27,,Enterprise,26,5174,62088,False,False,False,False,annual,False,C-5e0b68,2024-09-28,features,0.0,False,False,False,,400,5.0,1,390
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,S-b32a70,2024-09-30,,Basic,8,152,1824,False,False,False,False,monthly,True,C-c89493,2024-09-18,features,261.49,False,False,False,too expensive,509,10.0,1,377
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,S-1d7e7f,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,C-88a176,2024-12-06,support,11.13,False,True,False,too expensive,419,7.0,1,455
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,S-d0259a,2024-02-22,,Enterprise,6,1194,14328,False,False,False,False,monthly,True,C-c93006,2023-11-16,competitor,0.0,False,True,False,too expensive,288,2.0,1,69
A-ac14bb,Company_15,FinTech,US,2023-09-08,partner,Enterprise,21,False,False,S-7e8bd4,2024-03-26,,Basic,27,513,6156,False,False,False,False,monthly,True,C-f180f4,2024-10-01,competitor,0.0,False,False,False,too expensive,531,2.0,1,389
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,S-00ab51,2024-03-31,,Pro,39,1911,22932,False,True,False,False,monthly,True,C-462222,2023-10-07,support,0.0,False,False,False,too expensive,300,4.0,1,26
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50,False,False,S-44a646,2023-12-26,,Basic,50,950,11400,False,False,False,False,annual,True,C-fcbd6e,2024-11-13,features,0.0,False,False,False,switched to competitor,682,6.0,1,428
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,S-211bc2,2024-11-24,,Enterprise,13,2587,31044,False,False,False,False,annual,False,C-f6e873,2024-07-24,support,35.3,False,False,False,too expensive,523,5.0,1,316
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,S-a68b52,2024-12-17,,Enterprise,44,8756,105072,False,False,False,False,annual,True,,,,,,,,,601,2.0,0,474
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,S-627cfa,2023-09-19,2024-01-04,Pro,53,2597,31164,False,False,False,True,monthly,True,,,,,,,,,376,6.0,0,474
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,True,False,S-0bdbb3,2024-08-09,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,,,,,,,,,602,2.0,0,473
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,S-e9257d,2024-12-31,,Pro,73,3577,42924,False,True,False,False,annual,False,C-d8d1fd,2024-08-07,competitor,4.45,False,False,False,,869,4.0,1,326
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,S-88a47f,2024-12-23,,Basic,9,171,2052,False,False,False,False,annual,True,C-458075,2024-06-21,features,0.0,False,False,False,too expensive,806,6.0,1,279
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,S-34553e,2024-06-25,,Basic,50,950,11400,False,False,False,False,annual,False,C-0a0bf7,2024-04-12,competitor,0.0,False,False,False,missing features,436,4.0,1,206
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,S-977d49,2024-04-11,,Enterprise,38,7562,90744,False,False,False,False,monthly,True,C-8eda06,2024-03-18,unknown,0.0,False,False,False,,230,2.0,1,181
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,S-3e6a40,2024-08-07,,Enterprise,32,0,0,True,False,False,False,monthly,True,,,,,,,,,306,4.0,0,468
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19,False,True,S-58b22d,2024-12-31,,Enterprise,19,3781,45372,False,False,False,False,monthly,True,C-474d36,2024-02-26,features,0.0,False,False,True,,811,5.0,1,158
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,S-7730b1,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,True,C-d08588,2024-01-15,budget,0.0,False,False,False,too expensive,417,3.0,1,114
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,S-5798f3,2024-07-21,,Pro,7,343,4116,False,False,False,False,monthly,False,C-fad4d3,2024-12-03,unknown,0.0,False,False,False,too expensive,617,2.0,1,435
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,False,S-208e33,2024-08-05,,Basic,20,380,4560,False,False,False,False,monthly,True,C-a8ac26,2024-03-04,features,0.0,False,False,False,missing features,329,2.0,1,159
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,S-066d80,2024-08-17,,Pro,5,245,2940,False,False,False,False,monthly,True,C-8e5c25,2023-12-27,features,27.92,False,False,False,too expensive,597,4.0,1,90
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,S-2de449,2024-04-24,,Enterprise,28,5572,66864,False,False,False,False,annual,True,C-57a768,2024-04-18,features,10.5,False,False,False,switched to competitor,285,4.0,1,198
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,S-c0d979,2024-09-19,,Enterprise,19,0,0,True,False,False,False,annual,True,,,,,,,,,434,6.0,0,454
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,S-0c4162,2023-11-24,,Basic,19,0,0,True,False,False,False,monthly,True,C-3f2f59,2024-06-17,features,0.0,False,False,False,missing features,545,1.0,1,255
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,S-a8e49e,2024-01-17,,Enterprise,5,995,11940,False,False,False,False,monthly,True,C-035985,2024-01-15,pricing,0.0,False,False,False,too expensive,714,5.0,1,100
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,S-742e23,2024-06-23,,Pro,23,1127,13524,False,False,False,False,annual,True,C-e601dc,2023-10-17,competitor,0.0,False,False,False,,625,2.0,1,7
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,,Basic,49,931,11172,False,False,False,False,monthly,True,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor,457,4.0,1,82
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,S-9210e7,2024-03-03,,Enterprise,21,4179,50148,False,False,False,False,annual,True,C-573a5c,2024-11-23,support,0.0,False,False,False,missing features,475,2.0,1,407
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,S-e6f639,2023-12-02,,Pro,30,1470,17640,False,False,False,False,monthly,True,C-354790,2024-02-12,pricing,0.0,False,False,False,missing features,312,5.0,1,121
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12,False,True,S-8cfc1b,2024-08-14,,Enterprise,26,5174,62088,False,False,False,False,annual,True,C-8d834b,2024-07-19,support,0.0,False,False,False,,352,5.0,1,274
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Enterprise,5,False,False,S-b8a3b6,2024-07-24,,Pro,57,2793,33516,False,False,False,False,annual,True,C-c179a3,2024-04-25,features,0.0,False,True,False,missing features,373,6.0,1,188
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,S-05b245,2024-09-01,,Enterprise,34,6766,81192,False,False,False,False,annual,True,C-53546c,2024-10-19,features,0.0,False,True,False,switched to competitor,527,6.0,1,365
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,S-b10cfa,2024-06-28,,Pro,6,294,3528,False,False,False,False,monthly,True,,,,,,,,,605,9.0,0,437
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True,S-8dd1f6,2024-03-24,,Pro,12,588,7056,False,False,False,False,monthly,False,C-a65f7c,2024-05-30,support,34.35,False,False,False,too expensive,567,2.0,1,222
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,S-af6536,2024-02-11,2024-10-28,Enterprise,40,7960,95520,False,False,False,True,monthly,True,C-7cd070,2024-04-18,pricing,6.51,False,True,True,switched to competitor,205,3.0,1,179
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,S-e2c20a,2023-12-16,,Pro,62,3038,36456,False,False,False,False,monthly,True,C-8203f3,2024-06-20,pricing,0.0,False,False,False,switched to competitor,528,4.0,1,238
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,False,False,S-9464f8,2024-10-22,,Basic,26,494,5928,False,False,False,False,monthly,True,C-9fd0cf,2024-07-22,unknown,0.0,False,False,False,switched to competitor,538,4.0,1,268
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,S-2f0291,2024-11-24,,Enterprise,27,5373,64476,False,False,False,False,annual,True,C-b411ad,2024-03-17,budget,0.0,False,False,False,,642,6.0,1,140
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,S-106bf6,2024-08-04,,Basic,67,1273,15276,False,False,False,False,monthly,True,C-d4c4c6,2024-03-05,unknown,71.44,False,False,False,,297,2.0,1,127
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,S-d3bd2f,2024-06-08,,Basic,24,456,5472,False,False,False,False,monthly,True,C-1b0bb3,2024-09-21,pricing,10.91,False,False,False,too expensive,765,3.0,1,327
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,S-c1c6ca,2024-02-03,,Pro,36,1764,21168,False,False,False,False,monthly,True,,,,,,,,,230,5.0,0,427
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,S-10702d,2024-03-14,,Basic,3,0,0,True,False,False,False,monthly,True,,,,,,,,,696,4.0,0,424
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,S-0267b7,2024-10-17,2024-12-04,Enterprise,13,0,0,True,False,False,True,monthly,True,,,,,,,,,370,8.0,0,423
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,S-cc80ee,2024-12-12,,Enterprise,23,4577,54924,False,False,False,False,monthly,True,C-8b3048,2024-08-29,features,0.0,True,False,False,,265,5.0,1,298
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,S-70e232,2024-01-24,,Enterprise,11,2189,26268,False,False,False,False,annual,True,C-9775db,2024-02-21,competitor,0.0,False,False,False,switched to competitor,214,2.0,1,107
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Pro,1,False,False,S-cd79c0,2023-11-07,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,C-e6a0f0,2024-10-31,features,0.0,False,False,False,too expensive,506,4.0,1,360
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,S-3bd95c,2024-11-12,,Enterprise,17,3383,40596,False,True,False,False,annual,True,C-76d762,2023-12-09,unknown,0.0,True,False,True,too expensive,283,3.0,1,31
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,S-e77b1e,2024-01-30,,Basic,6,114,1368,False,False,False,False,annual,True,C-5b6094,2024-11-04,budget,0.0,False,False,False,too expensive,357,5.0,1,362
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,S-a63da6,2024-09-10,,Pro,30,1470,17640,False,False,False,False,monthly,False,C-9f95d3,2024-01-06,features,0.0,False,False,False,too expensive,696,3.0,1,58
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,S-8ae507,2024-03-16,,Pro,20,980,11760,False,True,False,False,annual,False,C-2d659a,2024-05-05,pricing,0.0,True,False,False,switched to competitor,550,2.0,1,174
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,S-a86344,2024-08-18,,Pro,36,1764,21168,False,True,False,False,annual,True,C-5689de,2024-01-03,unknown,21.17,False,False,False,,514,4.0,1,50
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,S-5f1d80,2024-04-17,,Basic,29,551,6612,False,False,False,False,monthly,True,,,,,,,,,660,7.0,0,413
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,S-7564e1,2024-08-14,,Enterprise,47,0,0,True,False,False,False,monthly,True,C-13ca3a,2024-03-23,features,43.03,False,False,False,too expensive,560,4.0,1,129
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,True,S-66a834,2023-12-23,,Enterprise,31,6169,74028,False,False,False,False,annual,False,C-921335,2024-07-23,features,0.0,False,False,False,too expensive,613,4.0,1,249
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,S-fade3d,2024-07-24,,Basic,17,323,3876,False,True,False,False,annual,True,C-7d6220,2024-06-23,features,0.0,False,False,False,too expensive,487,4.0,1,219
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,S-f030d4,2024-12-30,,Enterprise,70,13930,167160,False,False,False,False,annual,True,C-915973,2024-09-26,budget,0.0,False,False,False,missing features,511,5.0,1,313
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Enterprise,4,True,False,S-1a2f35,2024-04-07,,Basic,12,228,2736,False,False,False,False,monthly,False,C-234aa7,2023-12-19,unknown,0.0,False,False,False,too expensive,511,3.0,1,30
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,S-9b1f0e,2024-07-16,,Pro,2,98,1176,False,True,False,False,annual,True,C-0ec68d,2024-02-19,features,0.0,False,False,False,too expensive,266,4.0,1,90
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,S-c67b80,2024-02-24,,Pro,31,1519,18228,False,False,False,False,monthly,False,C-cfb464,2024-05-26,competitor,0.0,False,False,False,missing features,547,5.0,1,187
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,S-c2f293,2024-12-10,2024-12-30,Basic,8,152,1824,False,False,False,True,monthly,False,,,,,,,,,360,7.0,0,406
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,S-477506,2024-02-06,,Pro,27,1323,15876,False,False,False,False,annual,True,C-ab36fc,2024-10-03,competitor,0.0,False,False,False,missing features,595,7.0,1,316
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,S-885aa7,2024-03-11,,Enterprise,54,10746,128952,False,False,False,False,annual,True,,,,,,,,,601,7.0,0,404
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,S-2ded36,2024-09-08,,Enterprise,16,3184,38208,False,True,False,False,annual,True,C-d33672,2024-07-11,budget,12.99,False,False,True,switched to competitor,749,4.0,1,227
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,S-f1826f,2024-03-30,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,C-6ab303,2024-10-18,competitor,0.0,False,False,False,too expensive,268,3.0,1,326
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,S-7d4d45,2023-12-20,,Basic,17,323,3876,False,False,False,False,annual,True,,,,,,,,,605,3.0,0,399
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,S-d471c6,2024-07-16,,Basic,9,171,2052,False,False,False,False,monthly,True,C-b60cf0,2024-03-10,unknown,99.94,True,False,False,missing features,627,4.0,1,102
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,S-334ceb,2024-03-08,,Basic,26,494,5928,False,False,False,False,monthly,False,C-5cfad3,2023-12-16,budget,56.15,False,False,False,missing features,176,4.0,1,15
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,23,False,False,S-59c5d7,2024-10-19,,Basic,35,665,7980,False,True,False,False,monthly,True,C-27e9c1,2024-06-01,competitor,0.0,True,False,False,switched to competitor,457,3.0,1,182
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,S-ecefa1,2024-06-26,,Basic,25,475,5700,False,False,False,False,monthly,True,C-9776b7,2023-12-08,budget,0.0,False,False,False,switched to competitor,402,7.0,1,5
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,S-5f8ad0,2024-08-08,,Basic,24,456,5472,False,False,False,False,annual,True,C-b37401,2024-12-19,unknown,0.0,False,False,False,too expensive,599,6.0,1,381
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,S-8106d9,2024-11-06,,Pro,36,1764,21168,False,False,False,False,monthly,False,,,,,,,,,506,4.0,0,392
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Pro,1,False,False,S-1a20b6,2024-04-01,,Pro,5,245,2940,False,False,False,False,monthly,True,C-056c32,2024-03-20,pricing,0.0,False,False,False,switched to competitor,244,5.0,1,105
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,S-62f048,2024-02-13,,Pro,7,343,4116,False,False,False,False,monthly,True,C-2447b3,2024-03-24,support,0.0,False,False,True,missing features,581,3.0,1,107
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,S-965b1c,2024-06-16,,Pro,14,686,8232,False,False,False,False,monthly,True,C-38b77f,2024-01-18,features,0.0,False,False,False,switched to competitor,551,2.0,1,41
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,S-5ddeef,2024-01-28,,Pro,58,0,0,True,False,False,False,annual,False,C-2cec1c,2024-10-24,budget,68.99,False,False,False,,631,6.0,1,313
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,S-fc86d6,2024-06-27,,Pro,5,245,2940,False,False,False,False,annual,True,C-89198d,2024-10-21,competitor,0.0,False,False,False,,210,6.0,1,307
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,True,S-72fa62,2024-09-03,,Enterprise,27,5373,64476,False,False,False,False,annual,True,C-7690f5,2024-04-05,budget,44.23,True,False,False,missing features,623,5.0,1,107
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,S-6b977f,2024-08-25,,Pro,33,1617,19404,False,False,False,False,monthly,False,C-efe5bb,2024-01-06,budget,0.0,False,False,False,too expensive,449,3.0,1,17
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,False,S-da8d5f,2024-03-06,,Pro,14,686,8232,False,False,False,False,monthly,True,,,,,,,,,476,6.0,0,376
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,S-0e7e70,2024-05-15,,Pro,31,1519,18228,False,False,False,False,annual,True,,,,,,,,,685,6.0,0,375
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,S-72cf21,2024-01-30,,Enterprise,40,7960,95520,False,False,True,False,annual,False,C-2e9b92,2024-08-01,unknown,7.92,False,False,False,too expensive,448,5.0,1,223
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,S-3fb291,2024-05-06,,Enterprise,39,7761,93132,False,False,False,False,annual,True,C-fe3853,2024-12-07,competitor,0.0,True,True,False,too expensive,384,4.0,1,348
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,S-0c0ddf,2024-10-05,,Enterprise,11,2189,26268,False,False,False,False,annual,True,C-f17b79,2024-03-07,support,0.0,False,False,False,too expensive,410,5.0,1,72
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,S-10a1b5,2024-09-09,,Basic,34,646,7752,False,False,False,False,annual,False,,,,,,,,,273,9.0,0,371
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,S-5d5250,2024-08-12,,Pro,70,3430,41160,False,False,True,False,monthly,True,C-2c86b1,2024-03-02,support,0.0,True,False,False,missing features,507,4.0,1,66
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,S-c9e261,2024-10-29,,Enterprise,21,4179,50148,False,False,True,False,monthly,True,C-8eba65,2024-10-10,features,0.0,False,False,False,switched to competitor,500,9.0,1,288
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,S-c62428,2024-11-17,,Enterprise,105,20895,250740,False,False,False,False,annual,False,,,,,,,,,685,2.0,0,365
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,S-81fc45,2024-02-05,,Pro,87,0,0,True,False,False,False,annual,True,,,,,,,,,807,4.0,0,361
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,S-af4059,2024-01-07,,Enterprise,32,6368,76416,False,False,False,False,annual,True,C-61ced5,2024-03-21,competitor,0.0,True,False,False,missing features,612,3.0,1,75
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,S-a22ca2,2024-07-30,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,C-26576c,2024-01-14,features,0.0,False,False,False,too expensive,730,6.0,1,7
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,S-dbceba,2024-12-19,,Pro,36,1764,21168,False,False,False,False,monthly,True,C-a41660,2024-10-09,features,0.0,False,False,True,,447,6.0,1,273
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,S-f6a70a,2024-10-06,,Enterprise,27,5373,64476,False,True,False,False,annual,True,C-23b1d0,2024-07-29,unknown,47.06,False,False,False,,496,3.0,1,201
